车站编号,日期,时刻,进站量,出站量,客流量（进出）,环境温度,能耗值,hour,datetime,dayofweek,is_weekend,能耗值_lag1,能耗值_lag2,能耗值_rolling3_mean,能耗值_rolling3_std
石油路站-1号线,2024-08-20,11:00-12:00,712,1853,2565,31.2,166,11,2024-08-20 11:00:00,1,0,184.0,189.0,179.66666666666666,12.096831541082702
石油路站-1号线,2024-08-20,12:00-13:00,908,0,908,34.2,169,12,2024-08-20 12:00:00,1,0,166.0,184.0,173.0,9.643650760992955
石油路站-1号线,2024-08-20,13:00-14:00,1390,2571,3961,34.8,183,13,2024-08-20 13:00:00,1,0,169.0,166.0,172.66666666666666,9.073771725877465
石油路站-1号线,2024-08-20,14:00-15:00,2240,2191,4431,35.3,171,14,2024-08-20 14:00:00,1,0,183.0,169.0,174.33333333333334,7.571877794400365
石油路站-1号线,2024-08-20,15:00-16:00,1781,2247,4028,34.1,204,15,2024-08-20 15:00:00,1,0,171.0,183.0,186.0,16.703293088490067
石油路站-1号线,2024-08-20,16:00-17:00,1689,2903,4592,33.8,212,16,2024-08-20 16:00:00,1,0,204.0,171.0,195.66666666666666,21.733231083604053
石油路站-1号线,2024-08-20,17:00-18:00,3209,3064,6273,35.2,225,17,2024-08-20 17:00:00,1,0,212.0,204.0,213.66666666666666,10.598742063723098
石油路站-1号线,2024-08-20,18:00-19:00,4241,4123,8364,33.4,231,18,2024-08-20 18:00:00,1,0,225.0,212.0,222.66666666666666,9.71253485622231
石油路站-1号线,2024-08-20,19:00-20:00,3199,2798,5997,32.1,235,19,2024-08-20 19:00:00,1,0,231.0,225.0,230.33333333333334,5.033222956847167
石油路站-1号线,2024-08-20,20:00-21:00,3119,1951,5070,31.5,231,20,2024-08-20 20:00:00,1,0,235.0,231.0,232.33333333333334,2.3094010767585034
石油路站-1号线,2024-08-20,21:00-22:00,2744,1299,4043,30.5,218,21,2024-08-20 21:00:00,1,0,231.0,235.0,228.0,8.888194417315589
石油路站-1号线,2024-08-20,22:00-23:00,1564,882,2446,29.0,197,22,2024-08-20 22:00:00,1,0,218.0,231.0,215.33333333333334,17.15614564327703
石油路站-1号线,2024-08-20,23:00-24:00,208,126,334,27.2,158,23,2024-08-20 23:00:00,1,0,197.0,218.0,191.0,30.44667469527666
石油路站-1号线,2024-08-21,6:00-7:00,415,126,541,27.8,136,6,2024-08-21 06:00:00,2,0,158.0,197.0,163.66666666666666,30.89228598426043
石油路站-1号线,2024-08-21,7:00-8:00,355,501,856,29.5,124,7,2024-08-21 07:00:00,2,0,136.0,158.0,139.33333333333334,17.243356208503418
石油路站-1号线,2024-08-21,8:00-9:00,1126,1399,2525,30.5,164,8,2024-08-21 08:00:00,2,0,124.0,136.0,141.33333333333334,20.526405757787536
石油路站-1号线,2024-08-21,9:00-10:00,886,3272,4158,31.4,197,9,2024-08-21 09:00:00,2,0,164.0,124.0,161.66666666666666,36.555893277737496
石油路站-1号线,2024-08-21,10:00-11:00,743,1632,2375,33.9,182,10,2024-08-21 10:00:00,2,0,197.0,164.0,181.0,16.522711641858304
石油路站-1号线,2024-08-21,11:00-12:00,692,2162,2854,32.4,152,11,2024-08-21 11:00:00,2,0,182.0,197.0,177.0,22.9128784747792
石油路站-1号线,2024-08-21,12:00-13:00,1261,1623,2884,36.3,130,12,2024-08-21 12:00:00,2,0,152.0,182.0,154.66666666666666,26.102362600602525
石油路站-1号线,2024-08-21,13:00-14:00,1491,2009,3500,35.5,151,13,2024-08-21 13:00:00,2,0,130.0,152.0,144.33333333333334,12.423096769056148
石油路站-1号线,2024-08-21,14:00-15:00,1718,2504,4222,35.7,190,14,2024-08-21 14:00:00,2,0,151.0,130.0,157.0,30.44667469527666
石油路站-1号线,2024-08-21,15:00-16:00,2037,1800,3837,34.9,190,15,2024-08-21 15:00:00,2,0,190.0,151.0,177.0,22.516660498395403
石油路站-1号线,2024-08-21,16:00-17:00,1375,1039,2414,33.4,195,16,2024-08-21 16:00:00,2,0,190.0,190.0,191.66666666666666,2.886751345948129
石油路站-1号线,2024-08-21,17:00-18:00,3520,3792,7312,32.7,212,17,2024-08-21 17:00:00,2,0,195.0,190.0,199.0,11.532562594670797
石油路站-1号线,2024-08-21,18:00-19:00,4047,5153,9200,36.6,227,18,2024-08-21 18:00:00,2,0,212.0,195.0,211.33333333333334,16.010413278030438
石油路站-1号线,2024-08-21,19:00-20:00,4048,3203,7251,32.2,225,19,2024-08-21 19:00:00,2,0,227.0,212.0,221.33333333333334,8.144527815247077
石油路站-1号线,2024-08-21,20:00-21:00,2708,1409,4117,29.6,242,20,2024-08-21 20:00:00,2,0,225.0,227.0,231.33333333333334,9.291573243177568
石油路站-1号线,2024-08-21,21:00-22:00,2395,1384,3779,28.6,231,21,2024-08-21 21:00:00,2,0,242.0,225.0,232.66666666666666,8.621678104251709
石油路站-1号线,2024-08-21,22:00-23:00,2449,1075,3524,28.4,203,22,2024-08-21 22:00:00,2,0,231.0,242.0,225.33333333333334,20.108041509140897
石油路站-1号线,2024-08-21,23:00-24:00,110,64,174,26.3,161,23,2024-08-21 23:00:00,2,0,203.0,231.0,198.33333333333334,35.23256069793016
石油路站-1号线,2024-08-22,6:00-7:00,251,84,335,26.1,138,6,2024-08-22 06:00:00,3,0,161.0,203.0,167.33333333333334,32.95957119462165
石油路站-1号线,2024-08-22,7:00-8:00,463,578,1041,29.5,126,7,2024-08-22 07:00:00,3,0,138.0,161.0,141.66666666666666,17.7857620959388
石油路站-1号线,2024-08-22,8:00-9:00,834,7154,7988,30.7,150,8,2024-08-22 08:00:00,3,0,126.0,138.0,138.0,12.0
石油路站-1号线,2024-08-22,9:00-10:00,933,2898,3831,31.6,177,9,2024-08-22 09:00:00,3,0,150.0,126.0,151.0,25.514701644346147
石油路站-1号线,2024-08-22,10:00-11:00,802,1533,2335,33.1,172,10,2024-08-22 10:00:00,3,0,177.0,150.0,166.33333333333334,14.364307617610162
石油路站-1号线,2024-08-22,11:00-12:00,691,818,1509,31.2,154,11,2024-08-22 11:00:00,3,0,172.0,177.0,167.66666666666666,12.096831541082702
石油路站-1号线,2024-08-22,12:00-13:00,882,2593,3475,33.5,175,12,2024-08-22 12:00:00,3,0,154.0,172.0,167.0,11.357816691600547
石油路站-1号线,2024-08-22,13:00-14:00,1573,1536,3109,33.1,189,13,2024-08-22 13:00:00,3,0,175.0,154.0,172.66666666666666,17.616280348965084
石油路站-1号线,2024-08-22,14:00-15:00,1488,2724,4212,33.8,185,14,2024-08-22 14:00:00,3,0,189.0,175.0,183.0,7.211102550927978
石油路站-1号线,2024-08-22,15:00-16:00,1897,2575,4472,32.7,216,15,2024-08-22 15:00:00,3,0,185.0,189.0,196.66666666666666,16.862186493255653
石油路站-1号线,2024-08-22,16:00-17:00,1611,2674,4285,34.6,222,16,2024-08-22 16:00:00,3,0,216.0,185.0,207.66666666666666,19.857828011475306
石油路站-1号线,2024-08-22,17:00-18:00,2520,2789,5309,36.0,232,17,2024-08-22 17:00:00,3,0,222.0,216.0,223.33333333333334,8.082903768654761
石油路站-1号线,2024-08-22,18:00-19:00,3473,5219,8692,33.5,238,18,2024-08-22 18:00:00,3,0,232.0,222.0,230.66666666666666,8.082903768654761
石油路站-1号线,2024-08-22,19:00-20:00,2988,2248,5236,32.8,235,19,2024-08-22 19:00:00,3,0,238.0,232.0,235.0,3.0
石油路站-1号线,2024-08-22,20:00-21:00,3937,2121,6058,30.3,218,20,2024-08-22 20:00:00,3,0,235.0,238.0,230.33333333333334,10.785793124908958
石油路站-1号线,2024-08-22,21:00-22:00,2672,1318,3990,28.7,202,21,2024-08-22 21:00:00,3,0,218.0,235.0,218.33333333333334,16.50252505931542
石油路站-1号线,2024-08-22,22:00-23:00,942,424,1366,29.8,193,22,2024-08-22 22:00:00,3,0,202.0,218.0,204.33333333333334,12.662279942148386
石油路站-1号线,2024-08-22,23:00-24:00,84,186,270,27.2,157,23,2024-08-22 23:00:00,3,0,193.0,202.0,184.0,23.811761799581316
石油路站-1号线,2024-08-23,6:00-7:00,424,141,565,27.4,135,6,2024-08-23 06:00:00,4,0,157.0,193.0,161.66666666666666,29.280255007997
石油路站-1号线,2024-08-23,7:00-8:00,1292,772,2064,28.4,124,7,2024-08-23 07:00:00,4,0,135.0,157.0,138.66666666666666,16.802777548171413
石油路站-1号线,2024-08-23,8:00-9:00,1976,6703,8679,30.9,153,8,2024-08-23 08:00:00,4,0,124.0,135.0,137.33333333333334,14.6401275039985
石油路站-1号线,2024-08-23,9:00-10:00,1046,3577,4623,30.0,172,9,2024-08-23 09:00:00,4,0,153.0,124.0,149.66666666666666,24.172987679087857
石油路站-1号线,2024-08-23,10:00-11:00,891,2041,2932,33.1,168,10,2024-08-23 10:00:00,4,0,172.0,153.0,164.33333333333334,10.016652800877813
石油路站-1号线,2024-08-23,11:00-12:00,672,1774,2446,33.0,128,11,2024-08-23 11:00:00,4,0,168.0,172.0,156.0,24.331050121192877
石油路站-1号线,2024-08-23,12:00-13:00,938,1828,2766,34.5,164,12,2024-08-23 12:00:00,4,0,128.0,168.0,153.33333333333334,22.03028218914441
石油路站-1号线,2024-08-23,13:00-14:00,1644,2193,3837,34.7,176,13,2024-08-23 13:00:00,4,0,164.0,128.0,156.0,24.979991993593593
石油路站-1号线,2024-08-23,14:00-15:00,1790,2736,4526,36.5,209,14,2024-08-23 14:00:00,4,0,176.0,164.0,183.0,23.302360395462088
石油路站-1号线,2024-08-23,15:00-16:00,1091,730,1821,37.1,191,15,2024-08-23 15:00:00,4,0,209.0,176.0,192.0,16.522711641858304
石油路站-1号线,2024-08-23,16:00-17:00,804,3742,4546,34.2,204,16,2024-08-23 16:00:00,4,0,191.0,209.0,201.33333333333334,9.291573243177568
石油路站-1号线,2024-08-23,17:00-18:00,3605,3427,7032,34.5,221,17,2024-08-23 17:00:00,4,0,204.0,191.0,205.33333333333334,15.044378795195676
石油路站-1号线,2024-08-23,18:00-19:00,4021,5401,9422,34.6,233,18,2024-08-23 18:00:00,4,0,221.0,204.0,219.33333333333334,14.571661996262929
石油路站-1号线,2024-08-23,19:00-20:00,2570,2040,4610,30.7,235,19,2024-08-23 19:00:00,4,0,233.0,221.0,229.66666666666666,7.571877794400365
石油路站-1号线,2024-08-23,20:00-21:00,3143,1719,4862,30.3,220,20,2024-08-23 20:00:00,4,0,235.0,233.0,229.33333333333334,8.144527815247077
石油路站-1号线,2024-08-23,21:00-22:00,1943,1058,3001,31.2,215,21,2024-08-23 21:00:00,4,0,220.0,235.0,223.33333333333334,10.408329997330663
石油路站-1号线,2024-08-23,22:00-23:00,1610,935,2545,28.3,184,22,2024-08-23 22:00:00,4,0,215.0,220.0,206.33333333333334,19.5021366350801
石油路站-1号线,2024-08-23,23:00-24:00,69,79,148,28.0,151,23,2024-08-23 23:00:00,4,0,184.0,215.0,183.33333333333334,32.00520790954705
石油路站-1号线,2024-08-24,6:00-7:00,444,152,596,27.7,135,6,2024-08-24 06:00:00,5,1,151.0,184.0,156.66666666666666,24.986663109213552
石油路站-1号线,2024-08-24,7:00-8:00,1563,987,2550,28.7,127,7,2024-08-24 07:00:00,5,1,135.0,151.0,137.66666666666666,12.220201853215572
石油路站-1号线,2024-08-24,8:00-9:00,943,2508,3451,30.0,186,8,2024-08-24 08:00:00,5,1,127.0,135.0,149.33333333333334,32.00520790954705
石油路站-1号线,2024-08-24,9:00-10:00,1087,2724,3811,32.3,211,9,2024-08-24 09:00:00,5,1,186.0,127.0,174.66666666666666,43.131581623368895
石油路站-1号线,2024-08-24,10:00-11:00,856,1727,2583,32.6,195,10,2024-08-24 10:00:00,5,1,211.0,186.0,197.33333333333334,12.662279942148386
石油路站-1号线,2024-08-24,11:00-12:00,875,1188,2063,32.4,175,11,2024-08-24 11:00:00,5,1,195.0,211.0,193.66666666666666,18.036999011291577
石油路站-1号线,2024-08-24,12:00-13:00,1095,2535,3630,34.5,195,12,2024-08-24 12:00:00,5,1,175.0,195.0,188.33333333333334,11.547005383792515
石油路站-1号线,2024-08-24,13:00-14:00,1740,2795,4535,33.5,194,13,2024-08-24 13:00:00,5,1,195.0,175.0,188.0,11.269427669584644
石油路站-1号线,2024-08-24,14:00-15:00,1132,2242,3374,35.0,200,14,2024-08-24 14:00:00,5,1,194.0,195.0,196.33333333333334,3.2145502536643185
石油路站-1号线,2024-08-24,15:00-16:00,886,2908,3794,33.9,218,15,2024-08-24 15:00:00,5,1,200.0,194.0,204.0,12.489995996796797
石油路站-1号线,2024-08-24,16:00-17:00,2152,1009,3161,34.9,233,16,2024-08-24 16:00:00,5,1,218.0,200.0,217.0,16.522711641858304
石油路站-1号线,2024-08-24,17:00-18:00,3587,4135,7722,34.5,246,17,2024-08-24 17:00:00,5,1,233.0,218.0,232.33333333333334,14.0118997046558
石油路站-1号线,2024-08-24,18:00-19:00,4512,6170,10682,33.4,255,18,2024-08-24 18:00:00,5,1,246.0,233.0,244.66666666666666,11.060440015358038
石油路站-1号线,2024-08-24,19:00-20:00,2623,3998,6621,34.4,252,19,2024-08-24 19:00:00,5,1,255.0,246.0,251.0,4.58257569495584
石油路站-1号线,2024-08-24,20:00-21:00,3749,1836,5585,31.7,244,20,2024-08-24 20:00:00,5,1,252.0,255.0,250.33333333333334,5.686240703077327
石油路站-1号线,2024-08-24,21:00-22:00,4119,1650,5769,30.0,216,21,2024-08-24 21:00:00,5,1,244.0,252.0,237.33333333333334,18.903262505010435
石油路站-1号线,2024-08-24,22:00-23:00,2206,1022,3228,27.9,163,22,2024-08-24 22:00:00,5,1,216.0,244.0,207.66666666666666,41.137979208188305
石油路站-1号线,2024-08-24,23:00-24:00,141,150,291,29.2,142,23,2024-08-24 23:00:00,5,1,163.0,216.0,173.66666666666666,38.13572253587617
石油路站-1号线,2024-08-25,6:00-7:00,273,107,380,27.6,129,6,2024-08-25 06:00:00,6,1,142.0,163.0,144.66666666666666,17.15614564327703
石油路站-1号线,2024-08-25,7:00-8:00,951,717,1668,29.5,125,7,2024-08-25 07:00:00,6,1,129.0,142.0,132.0,8.888194417315589
石油路站-1号线,2024-08-25,8:00-9:00,2943,5398,8341,28.9,185,8,2024-08-25 08:00:00,6,1,125.0,129.0,146.33333333333334,33.54598833442434
石油路站-1号线,2024-08-25,9:00-10:00,1070,2922,3992,29.6,194,9,2024-08-25 09:00:00,6,1,185.0,125.0,168.0,37.5099986670221
石油路站-1号线,2024-08-25,10:00-11:00,808,2049,2857,32.2,186,10,2024-08-25 10:00:00,6,1,194.0,185.0,188.33333333333334,4.932882862316247
石油路站-1号线,2024-08-25,11:00-12:00,756,2462,3218,33.9,165,11,2024-08-25 11:00:00,6,1,186.0,194.0,181.66666666666666,14.977761292440647
石油路站-1号线,2024-08-25,12:00-13:00,1331,2118,3449,33.8,177,12,2024-08-25 12:00:00,6,1,165.0,186.0,176.0,10.535653752852738
石油路站-1号线,2024-08-25,13:00-14:00,2057,2919,4976,33.2,188,13,2024-08-25 13:00:00,6,1,177.0,165.0,176.66666666666666,11.50362261782493
石油路站-1号线,2024-08-25,14:00-15:00,1922,2406,4328,33.3,208,14,2024-08-25 14:00:00,6,1,188.0,177.0,191.0,15.716233645501712
石油路站-1号线,2024-08-25,15:00-16:00,1858,2256,4114,35.6,221,15,2024-08-25 15:00:00,6,1,208.0,188.0,205.66666666666666,16.62327685305558
石油路站-1号线,2024-08-25,16:00-17:00,2383,3097,5480,38.1,232,16,2024-08-25 16:00:00,6,1,221.0,208.0,220.33333333333334,12.013880860626733
石油路站-1号线,2024-08-25,17:00-18:00,3728,2881,6609,33.5,241,17,2024-08-25 17:00:00,6,1,232.0,221.0,231.33333333333334,10.016652800877813
石油路站-1号线,2024-08-25,18:00-19:00,3876,3031,6907,31.6,251,18,2024-08-25 18:00:00,6,1,241.0,232.0,241.33333333333334,9.504384952922168
石油路站-1号线,2024-08-25,19:00-20:00,4242,2268,6510,30.3,255,19,2024-08-25 19:00:00,6,1,251.0,241.0,249.0,7.211102550927978
石油路站-1号线,2024-08-25,20:00-21:00,4397,1920,6317,30.9,234,20,2024-08-25 20:00:00,6,1,255.0,251.0,246.66666666666666,11.150485789118488
石油路站-1号线,2024-08-25,21:00-22:00,0,592,592,28.3,199,21,2024-08-25 21:00:00,6,1,234.0,255.0,229.33333333333334,28.29016319029166
石油路站-1号线,2024-08-25,22:00-23:00,1996,944,2940,29.8,199,22,2024-08-25 22:00:00,6,1,199.0,234.0,210.66666666666666,20.207259421636902
石油路站-1号线,2024-08-25,23:00-24:00,95,218,313,27.0,163,23,2024-08-25 23:00:00,6,1,199.0,199.0,187.0,20.784609690826528
石油路站-1号线,2024-08-26,6:00-7:00,337,119,456,28.0,139,6,2024-08-26 06:00:00,0,0,163.0,199.0,167.0,30.199337741083
石油路站-1号线,2024-08-26,7:00-8:00,1545,823,2368,28.0,125,7,2024-08-26 07:00:00,0,0,139.0,163.0,142.33333333333334,19.2180470738661
石油路站-1号线,2024-08-26,8:00-9:00,2722,2799,5521,29.6,151,8,2024-08-26 08:00:00,0,0,125.0,139.0,138.33333333333334,13.012814197295423
石油路站-1号线,2024-08-26,9:00-10:00,977,2880,3857,29.9,163,9,2024-08-26 09:00:00,0,0,151.0,125.0,146.33333333333334,19.42506971244462
石油路站-1号线,2024-08-26,10:00-11:00,667,1828,2495,32.6,160,10,2024-08-26 10:00:00,0,0,163.0,151.0,158.0,6.244997998398398
石油路站-1号线,2024-08-26,11:00-12:00,856,1471,2327,33.0,165,11,2024-08-26 11:00:00,0,0,160.0,163.0,162.66666666666666,2.5166114784235836
石油路站-1号线,2024-08-26,12:00-13:00,983,810,1793,35.7,181,12,2024-08-26 12:00:00,0,0,165.0,160.0,168.66666666666666,10.969655114602888
石油路站-1号线,2024-08-26,13:00-14:00,859,1699,2558,34.9,169,13,2024-08-26 13:00:00,0,0,181.0,165.0,171.66666666666666,8.32666399786453
石油路站-1号线,2024-08-26,14:00-15:00,1623,1388,3011,34.3,182,14,2024-08-26 14:00:00,0,0,169.0,181.0,177.33333333333334,7.234178138070234
石油路站-1号线,2024-08-26,15:00-16:00,1340,1550,2890,36.6,194,15,2024-08-26 15:00:00,0,0,182.0,169.0,181.66666666666666,12.503332889007368
石油路站-1号线,2024-08-26,16:00-17:00,1808,1424,3232,35.8,216,16,2024-08-26 16:00:00,0,0,194.0,182.0,197.33333333333334,17.243356208503418
石油路站-1号线,2024-08-26,17:00-18:00,3304,4872,8176,33.6,229,17,2024-08-26 17:00:00,0,0,216.0,194.0,213.0,17.69180601295413
石油路站-1号线,2024-08-26,18:00-19:00,4330,6259,10589,33.6,237,18,2024-08-26 18:00:00,0,0,229.0,216.0,227.33333333333334,10.598742063723098
石油路站-1号线,2024-08-26,19:00-20:00,3476,1900,5376,35.4,237,19,2024-08-26 19:00:00,0,0,237.0,229.0,234.33333333333334,4.618802153517007
石油路站-1号线,2024-08-26,20:00-21:00,1204,1213,2417,34.9,216,20,2024-08-26 20:00:00,0,0,237.0,237.0,230.0,12.12435565298214
石油路站-1号线,2024-08-26,21:00-22:00,3383,1685,5068,29.9,191,21,2024-08-26 21:00:00,0,0,216.0,237.0,214.66666666666666,23.028967265887832
石油路站-1号线,2024-08-26,22:00-23:00,1023,710,1733,27.5,164,22,2024-08-26 22:00:00,0,0,191.0,216.0,190.33333333333334,26.006409466386035
石油路站-1号线,2024-08-26,23:00-24:00,167,130,297,28.8,140,23,2024-08-26 23:00:00,0,0,164.0,191.0,165.0,25.514701644346147
石油路站-1号线,2024-08-27,6:00-7:00,238,94,332,28.2,124,6,2024-08-27 06:00:00,1,0,140.0,164.0,142.66666666666666,20.13289182738867
石油路站-1号线,2024-08-27,7:00-8:00,292,842,1134,29.0,118,7,2024-08-27 07:00:00,1,0,124.0,140.0,127.33333333333333,11.372481406154654
石油路站-1号线,2024-08-27,8:00-9:00,638,4132,4770,30.5,153,8,2024-08-27 08:00:00,1,0,118.0,124.0,131.66666666666666,18.717193521821944
石油路站-1号线,2024-08-27,9:00-10:00,779,2410,3189,30.9,169,9,2024-08-27 09:00:00,1,0,153.0,118.0,146.66666666666666,26.083200212652844
石油路站-1号线,2024-08-27,10:00-11:00,769,1817,2586,30.3,166,10,2024-08-27 10:00:00,1,0,169.0,153.0,162.66666666666666,8.504900548115382
石油路站-1号线,2024-08-27,11:00-12:00,750,1155,1905,33.1,169,11,2024-08-27 11:00:00,1,0,166.0,169.0,168.0,1.7320508075688772
石油路站-1号线,2024-08-27,12:00-13:00,596,2000,2596,32.4,162,12,2024-08-27 12:00:00,1,0,169.0,166.0,165.66666666666666,3.5118845842842465
石油路站-1号线,2024-08-27,13:00-14:00,1166,2261,3427,32.4,183,13,2024-08-27 13:00:00,1,0,162.0,169.0,171.33333333333334,10.692676621563626
石油路站-1号线,2024-08-27,14:00-15:00,1506,2140,3646,32.9,211,14,2024-08-27 14:00:00,1,0,183.0,162.0,185.33333333333334,24.583192089989723
石油路站-1号线,2024-08-27,15:00-16:00,1481,3550,5031,36.3,188,15,2024-08-27 15:00:00,1,0,211.0,183.0,194.0,14.933184523068078
石油路站-1号线,2024-08-27,16:00-17:00,1578,1852,3430,34.5,192,16,2024-08-27 16:00:00,1,0,188.0,211.0,197.0,12.288205727444508
石油路站-1号线,2024-08-27,17:00-18:00,2929,2670,5599,35.5,209,17,2024-08-27 17:00:00,1,0,192.0,188.0,196.33333333333334,11.150485789118488
石油路站-1号线,2024-08-27,18:00-19:00,3745,3942,7687,32.7,223,18,2024-08-27 18:00:00,1,0,209.0,192.0,208.0,15.524174696260024
石油路站-1号线,2024-08-27,19:00-20:00,3452,2994,6446,33.4,226,19,2024-08-27 19:00:00,1,0,223.0,209.0,219.33333333333334,9.073771725877465
石油路站-1号线,2024-08-27,20:00-21:00,2415,1301,3716,31.2,221,20,2024-08-27 20:00:00,1,0,226.0,223.0,223.33333333333334,2.5166114784235836
石油路站-1号线,2024-08-27,21:00-22:00,631,931,1562,28.0,213,21,2024-08-27 21:00:00,1,0,221.0,226.0,220.0,6.557438524302
石油路站-1号线,2024-08-27,22:00-23:00,545,601,1146,28.3,211,22,2024-08-27 22:00:00,1,0,213.0,221.0,215.0,5.291502622129181
石油路站-1号线,2024-08-27,23:00-24:00,144,139,283,27.2,167,23,2024-08-27 23:00:00,1,0,211.0,213.0,197.0,26.0
石油路站-1号线,2024-08-28,6:00-7:00,239,87,326,26.9,141,6,2024-08-28 06:00:00,2,0,167.0,211.0,173.0,35.38361202590826
石油路站-1号线,2024-08-28,7:00-8:00,606,786,1392,27.8,127,7,2024-08-28 07:00:00,2,0,141.0,167.0,145.0,20.29778313018444
石油路站-1号线,2024-08-28,8:00-9:00,1701,6668,8369,29.9,170,8,2024-08-28 08:00:00,2,0,127.0,141.0,146.0,21.93171219946131
石油路站-1号线,2024-08-28,9:00-10:00,1038,3803,4841,32.9,195,9,2024-08-28 09:00:00,2,0,170.0,127.0,164.0,34.39476704383968
石油路站-1号线,2024-08-28,10:00-11:00,708,1532,2240,31.6,179,10,2024-08-28 10:00:00,2,0,195.0,170.0,181.33333333333334,12.662279942148386
石油路站-1号线,2024-08-28,11:00-12:00,828,2322,3150,36.3,156,11,2024-08-28 11:00:00,2,0,179.0,195.0,176.66666666666666,19.604421270043485
石油路站-1号线,2024-08-28,12:00-13:00,1041,2310,3351,32.0,184,12,2024-08-28 12:00:00,2,0,156.0,179.0,173.0,14.933184523068078
石油路站-1号线,2024-08-28,13:00-14:00,1456,2061,3517,34.1,184,13,2024-08-28 13:00:00,2,0,184.0,156.0,174.66666666666666,16.165807537309522
石油路站-1号线,2024-08-28,14:00-15:00,1930,4415,6345,36.7,187,14,2024-08-28 14:00:00,2,0,184.0,184.0,185.0,1.7320508075688772
石油路站-1号线,2024-08-28,15:00-16:00,2006,2721,4727,33.5,192,15,2024-08-28 15:00:00,2,0,187.0,184.0,187.66666666666666,4.041451884327381
石油路站-1号线,2024-08-28,16:00-17:00,2268,2755,5023,35.6,206,16,2024-08-28 16:00:00,2,0,192.0,187.0,195.0,9.848857801796104
石油路站-1号线,2024-08-28,17:00-18:00,3089,3341,6430,35.8,222,17,2024-08-28 17:00:00,2,0,206.0,192.0,206.66666666666666,15.01110699893027
石油路站-1号线,2024-08-28,18:00-19:00,3326,5304,8630,32.9,232,18,2024-08-28 18:00:00,2,0,222.0,206.0,220.0,13.114877048604
石油路站-1号线,2024-08-28,19:00-20:00,2873,2790,5663,33.4,236,19,2024-08-28 19:00:00,2,0,232.0,222.0,230.0,7.211102550927978
石油路站-1号线,2024-08-28,20:00-21:00,1984,1276,3260,32.7,238,20,2024-08-28 20:00:00,2,0,236.0,232.0,235.33333333333334,3.0550504633038935
石油路站-1号线,2024-08-28,21:00-22:00,731,975,1706,29.2,215,21,2024-08-28 21:00:00,2,0,238.0,236.0,229.66666666666666,12.741009902410928
石油路站-1号线,2024-08-28,22:00-23:00,3099,1044,4143,29.3,211,22,2024-08-28 22:00:00,2,0,215.0,238.0,221.33333333333334,14.571661996262929
石油路站-1号线,2024-08-28,23:00-24:00,3,57,60,26.9,167,23,2024-08-28 23:00:00,2,0,211.0,215.0,197.66666666666666,26.633312473917574
石油路站-1号线,2024-08-29,6:00-7:00,163,85,248,27.0,141,6,2024-08-29 06:00:00,3,0,167.0,211.0,173.0,35.38361202590826
石油路站-1号线,2024-08-29,7:00-8:00,1340,906,2246,28.4,128,7,2024-08-29 07:00:00,3,0,141.0,167.0,145.33333333333334,19.85782801147531
石油路站-1号线,2024-08-29,8:00-9:00,1714,4081,5795,31.2,166,8,2024-08-29 08:00:00,3,0,128.0,141.0,145.0,19.313207915827967
石油路站-1号线,2024-08-29,9:00-10:00,950,3154,4104,31.5,192,9,2024-08-29 09:00:00,3,0,166.0,128.0,162.0,32.18695387886216
石油路站-1号线,2024-08-29,10:00-11:00,776,1982,2758,32.8,180,10,2024-08-29 10:00:00,3,0,192.0,166.0,179.33333333333334,13.012814197295423
石油路站-1号线,2024-08-29,11:00-12:00,760,1656,2416,34.8,137,11,2024-08-29 11:00:00,3,0,180.0,192.0,169.66666666666666,28.919428302325294
石油路站-1号线,2024-08-29,12:00-13:00,903,1630,2533,33.3,177,12,2024-08-29 12:00:00,3,0,137.0,180.0,164.66666666666666,24.00694344004112
石油路站-1号线,2024-08-29,13:00-14:00,1255,3673,4928,33.0,185,13,2024-08-29 13:00:00,3,0,177.0,137.0,166.33333333333334,25.716402029314548
石油路站-1号线,2024-08-29,14:00-15:00,1094,2274,3368,36.9,191,14,2024-08-29 14:00:00,3,0,185.0,177.0,184.33333333333334,7.023769168568492
石油路站-1号线,2024-08-29,15:00-16:00,1230,2495,3725,32.1,206,15,2024-08-29 15:00:00,3,0,191.0,185.0,194.0,10.816653826391969
石油路站-1号线,2024-08-29,16:00-17:00,2016,2487,4503,32.8,216,16,2024-08-29 16:00:00,3,0,206.0,191.0,204.33333333333334,12.583057392117915
石油路站-1号线,2024-08-29,17:00-18:00,3159,2792,5951,36.1,229,17,2024-08-29 17:00:00,3,0,216.0,206.0,217.0,11.532562594670797
石油路站-1号线,2024-08-29,18:00-19:00,3983,4723,8706,33.2,237,18,2024-08-29 18:00:00,3,0,229.0,216.0,227.33333333333334,10.598742063723098
石油路站-1号线,2024-08-29,19:00-20:00,2465,2409,4874,32.6,231,19,2024-08-29 19:00:00,3,0,237.0,229.0,232.33333333333334,4.163331998932265
石油路站-1号线,2024-08-29,20:00-21:00,2900,1775,4675,29.2,237,20,2024-08-29 20:00:00,3,0,231.0,237.0,235.0,3.4641016151377544
石油路站-1号线,2024-08-29,21:00-22:00,861,885,1746,31.2,247,21,2024-08-29 21:00:00,3,0,237.0,231.0,238.33333333333334,8.082903768654761
